աա	ɑɑ́
ծերուկ	tseɾúk
ծերույթ	tseɾújtʰ
ծերուն	tseɾún
ծերունի	tseɾuní
ծերտ	tsert
ծերտ	tseɾt
ծեփ	tsepʰ
ծեփամածիկ	tsepʰɑmɑtsík
ծեփել	tsepʰél
ծիածան	tsijɑtsɑ́n
ծիլ	tsil
ծիծ	tsits
ծիծակ	tsitsɑ́k
ծիծաղ	tsitsɑ́ʁ
ծիծաղալ	tsitsɑʁɑ́l
ծիծաղաշարժ	tsitsɑʁɑʃɑ́ɾʒ
ծիծաղել	tsitsɑʁél
ծիծաղկոտ	tsitsɑχkót
ծիծառ	tsitsɑ́r
ծիծառնուկ	tsitsɑrnúk
ծիծեռ	tsitsér
ծիծեռնակ	tsitsernɑ́k
ծիծիլիոն	tsitsiljón
ծիծիկ	tsitsík
ծիկրակել	tsikɾɑkél
ծիմել	tsimél
ծին	tsin
ծիտ	tsit
ծիր	tsiɾ
ծիրան	tsiɾɑ́n
ծիրանափող	tsiɾɑnɑpʰóʁ
ծիրանենի	tsiɾɑnení
ծիրանի	tsiɾɑní
ծիրաններ	tsiɾɑnːéɾ
ծիրտ	tsiɾt
ծիֆին	tsifín
ծլարձակել	tsəlɑɾtsʰɑkél
ծլել	tsəlél
ծլիկ	tsəlík
ծլիկային	tsəlikɑjín
ծխախոտ	tsəχɑχót
ծխած	tsəχɑ́ts
ծխածածկույթ	tsəχɑtsɑtskújtʰ
ծխամորճ	tsəχɑmóɾtʃ
ծխանելիք	tsəχɑnelíkʰ
ծխանռնակ	tsəχɑnrnɑ́k
ծխել	tsəχél
ծխնելույզ	tsəχnelújz
ծխնի	tsəχní
ծխող	tsəχóʁ
ծխուկ	tsəχúk
ծծակ	tsətsɑ́k
ծծել	tsətsél
ծծումբ	tsətsúmb
ծղնի	tsəʁní
ծղոտ	tsəʁót
ծղոտե	tsəʁoté
ծղրիդ	tsəʁɾíd
ծղրտալ	tsəʁəɾtɑ́l
ծյոծյա	tsjotsjɑ́
ծնգալ	tsəŋɡɑ́l
ծնգցնել	tsəŋɡətsʰnél
ծնեբեկ	tsənebék
ծնել	tsənél
ծնծղա	tsəntsəʁɑ́
ծնկներ	tsəŋknéɾ
ծնկոսկր	tsəŋkóskɾ
ծննդաբերություն	tsənəndɑbeɾutsʰjún
ծննդավայր	tsənəndɑvɑ́jɾ
ծնող	tsənóʁ
ծնողներ	tsənoʁnéɾ
ծնոտ	tsənót
ծնունդ	tsənúnd
ծնված	tsənvɑ́ts
ծնվել	tsənvél
ծո	tso
ծոծորակ	tsotsoɾɑ́k
ծոծրակ	tsotsɾɑ́k
ծոմ	tsom
ծոռ	tsor
ծով	tsov
ծովագնաց	tsovɑɡənɑ́tsʰ
ծովախեցգետին	tsovɑχetsʰɡetín
ծովախոզ	tsovɑχóz
ծովախոզուկ	tsovɑχozúk
ծովախորշ	tsovɑχóɾʃ
ծովախտ	tsovɑ́χt
ծովածոց	tsovɑtsótsʰ
ծովակ	tsovɑ́k
ծովակալ	tsovɑkɑ́l
ծովակով	tsovɑkóv
ծովահեն	tsovɑhén
ծովահրեշտակիկ	tsovɑhəɾeʃtɑkík
ծովանկար	tsovɑnəkɑ́ɾ
ծովաշուն	tsovɑʃún
ծովապատնեշ	tsovɑpɑtnéʃ
ծովատառեխ	tsovɑtɑréχ
ծովացուլ	tsovɑtsʰúl
ծովափ	tsovɑ́pʰ
ծովափիղ	tsovɑpʰíʁ
ծովեզերք	tsovezéɾkʰ
ծոր	tsoɾ
ծորակ	tsoɾɑ́k
ծորան	tsoɾɑ́n
ծործորակ	tsoɾtsoɾɑ́k
ծոց	tsotsʰ
ծոցագրպան	tsotsʰɑɡəɾpɑ́n
ծոցատետր	tsotsʰɑtétəɾ
ծուլանալ	tsulɑnɑ́l
ծուլություն	tsulutsʰjún
ծուխ	tsuχ
ծուծ	tsuts
ծուղակ	tsuʁɑ́k
ծույլ	tsujl
ծունկ	tsuŋk
ծուռ	tsur
ծուռումուռ	tsurumúr
ծպտել	tsəptél
ծպտի	tsəptí
ծպտյալ	tsəptjɑ́l
ծպտվել	tsəptvél
ծպտվել	tsəptəvél
ծվաղ	tsəvɑ́ʁ
ծվաղենի	tsəvɑʁení
ծվաղի	tsəvɑʁí
ծրագիր	tsəɾɑɡíɾ
ծրագրակազմ	tsəɾɑɡəɾɑkɑ́zm
ծրագրային	tsəɾɑɡɾɑjín
ծրագրաշար	tsəɾɑɡəɾɑʃɑ́ɾ
ծրագրավորել	tsəɾɑɡɾɑvoɾél
ծրագրավորող	tsəɾɑɡɾɑvoɾóʁ
ծրագրավորում	tsəɾɑɡɾɑvoɾúm
ծրագրել	tsəɾɑɡɾél
ծրայր	tsəɾɑ́jɾ
ծրար	tsəɾɑ́ɾ
ծրտել	tsəɾtél
ծփալ	tsəpʰɑ́l
ծփել	tsəpʰél
ծփենի	tsəpʰení
ծփի	tsəpʰí
կ	kə
կա	kɑ
կադմիում	kɑdmijúm
կադմիում	kɑ́dmijum
կադրային	kɑdɾɑjín
կազակ	kɑzɑ́k
կազարմա	kɑzɑɾmɑ́
կազդուրվել	kɑzduɾvél
կազինո	kɑzinó
կազմ	kɑzm
կազմախոսություն	kɑzmɑχosutsʰjún
կազմակերպել	kɑzmɑkeɾpél
կազմակերպիչ	kɑzmɑkeɾpítʃʰ
կազմակերպություն	kɑzmɑkeɾputsʰjún
կազմակերպում	kɑzmɑkeɾpúm
կազմակերպչական	kɑzmɑkeɾptʃʰɑkɑ́n
կազմակերպված	kɑzmɑkeɾpvɑ́ts
կազմակերպվել	kɑzmɑkeɾpvél
կազմավորել	kɑzmɑvoɾél
կազմավորություն	kɑzmɑvoɾutsʰjún
կազմավորում	kɑzmɑvoɾúm
կազմավորվել	kɑzmɑvoɾvél
կազմել	kɑzmél
կազմություն	kɑzmutsʰjún
կաթ	kɑtʰ
կաթիլ	kɑtʰíl
կաթիկ	kɑtʰík
կաթնամթերք	kɑtʰnɑmətʰéɾkʰ
կաթնաշոռ	kɑtʰnɑʃór
կաթնապուր	kɑtʰnɑpúɾ
կաթնասուն	kɑtʰnɑsun
կաթնով	kɑtʰnóv
կաթնուկ	kɑtʰnúk
կաթոդ	kɑtʰód
կաթոլիկ	kɑtʰolík
կաթողիկոս	kɑtʰoʁikós
կաթսա	kɑtʰsɑ́
կաթսայիկ	kɑtʰsɑjík
կաթվածահարություն	kɑtʰvɑtsɑhɑɾutsʰjún
կալ	kɑl
կալան	kɑlɑ́n
կալանավորել	kɑlɑnɑvoɾél
կալանք	kɑlɑ́ŋkʰ
կալբաս	kɑlbɑ́s
կալել	kɑlél
կալիոն	kɑlijón
կալիում	kɑlijúm
կալիֆոռնիում	kɑlifornijúm
կալիֆոռնիում	kɑlifórnijum
կալիֆորնիում	kɑlifoɾnijúm
կալիֆորնիում	kɑlifóɾnijum
կալնել	kɑlnél
կալված	kɑlvɑ́ts
կալվածք	kɑlvɑ́tskʰ
կալվինական	kɑlvinɑkɑ́n
կալցիում	kɑltsʰijúm
կախ	kɑχ
կախակապ	kɑχɑkɑ́p
կախաղան	kɑχɑʁɑ́n
կախարդ	kɑχɑ́ɾd
կախարդ	kɑχɑ́ɾtʰ
կախարդաբար	kɑχɑɾdɑbɑ́ɾ
կախարդական	kɑχɑɾdɑkɑ́n
կախարդել	kɑχɑɾdél
կախարդորեն	kɑχɑɾdoɾén
կախարդություն	kɑχɑɾdutsʰjún
կախարդվածություն	kɑχɑɾdvɑtsutsʰjún
կախարդվել	kɑχɑɾdvél
կախել	kɑχél
կախիչ	kɑχítʃʰ
կախվածություն	kɑχvɑtsutsʰjún
կախվել	kɑχvél
կակազել	kɑkɑzél
կակալ	kɑkɑ́l
կակալա	kɑkɑlɑ́
կակաո	kɑkɑó
կակաչ	kɑkɑ́tʃʰ
կակղամորթ	kɑkʁɑmóɾtʰ
կակտուս	kɑktús
կահույր	kɑhújɾ
կահույք	kɑhújkʰ
կաղ	kɑʁ
կաղալ	kɑʁɑ́l
կաղաղ	kɑʁɑ́ʁ
կաղամախ	kɑʁɑmɑ́χ
կաղամախի	kɑʁɑmɑχí
կաղամար	kɑʁɑmɑ́ɾ
կաղամբ	kɑʁɑ́mb
կաղապար	kɑʁɑpɑ́ɾ
կաղապարը	kɑʁɑpɑ́ɾə
կաղին	kɑʁín
կաղկանձ	kɑχkɑ́ndz
կաղկանձել	kɑχkɑndzél
կաղճին	kɑχtʃín
կաղնի	kɑʁní
կաղնուտ	kɑʁnút
կաղջին	kɑʁdʒín
կաճառ	kɑtʃɑ́r
կամ	kɑm
կամակոր	kɑmɑkóɾ
կամավ	kɑmɑ́v
կամավոր	kɑmɑvóɾ
կամավորական	kɑmɑvoɾɑkɑ́n
կամար	kɑmɑ́ɾ
կամաց	kɑmɑ́tsʰ
կամել	kɑmél
կամենալ	kɑmenɑ́l
կամընտիր	kɑməntíɾ
կամընտրական	kɑməntɾɑkɑ́n
կամուրջ	kɑmúɾdʒ
կամրջից	kɑməɾdʒítsʰ
կամք	kɑmkʰ
կայազոր	kɑjɑzóɾ
կայան	kɑjɑ́n
կայանալ	kɑjɑnɑ́l
կայանատեղի	kɑjɑnɑteʁí
կայանում	kɑjɑnúm
կայարան	kɑjɑɾɑ́n
կայացած	kɑjɑtsʰɑ́ts
կայթ	kɑjtʰ
կայթյուն	kɑjtʰjún
կայի	kɑjí
կային	kɑjín
կայինք	kɑjíŋkʰ
կայիր	kɑjíɾ
կայիք	kɑjíkʰ
կայծ	kɑjts
կայծակ	kɑjtsɑ́k
կայծառ	kɑjtsɑ́r
կայծոռիկ	kɑjtsorík
կայծքար	kɑjtskʰɑ́ɾ
կայմ	kɑjm
կայուն	kɑjún
կայունություն	kɑjunutsʰjún
կայսերապաշտ	kɑjseɾɑpɑ́ʃt
կայսերապաշտական	kɑjseɾɑpɑʃtɑkɑ́n
կայսերապաշտություն	kɑjseɾɑpɑʃtutsʰjún
կայսր	kɑ́jsəɾ
կայսրություն	kɑjsɾutsʰjún
կայսրուհի	kɑjsɾuhí
կայտառ	kɑjtɑ́r
կայք	kɑjkʰ
կայքավար	kɑjkʰɑvɑ́ɾ
կայֆ	kɑjf
կան	kɑn
կանադական	kɑnɑdɑkɑ́n
կանամբի	kɑnɑmpʰí
կանանոց	kɑnɑnótsʰ
կանանչ	kɑnɑ́ntʃʰ
կանաչ	kɑnɑ́tʃʰ
կանաչազարդ	kɑnɑtʃʰɑzɑ́ɾtʰ
կանաչանալ	kɑnɑtʃʰɑnɑ́l
կանաչապատ	kɑnɑtʃʰɑpɑ́t
կանաչավուն	kɑnɑtʃʰɑvún
կանացի	kɑnɑtsʰí
կանափ	kɑnɑ́pʰ
կանգառ	kɑŋɡɑ́r
կանգնել	kɑŋɡnél
կանգնեցնել	kɑŋɡnetsʰnél
կանգուն	kɑŋɡún
կանեփ	kɑnépʰ
կանթեղ	kɑntʰéʁ
կանխագրել	kɑnχɑɡəɾél
կանխագրել	kɑnχɑɡɾél
կանխամտածել	kɑnχɑmətɑtsél
կանխամտածված	kɑnχɑmətɑtsvɑ́ts
կանխամտածվել	kɑnχɑmətɑtsvél
կանխապես	kɑnχɑpés
կանխատեսել	kɑnχɑtesél
կանխատեսելի	kɑnχɑteselí
կանխարգելիչ	kɑnχɑɾkʰelítʃʰ
կանխել	kɑnχél
կանխիկ	kɑnχík
կանկան	kɑŋkɑ́n
կանկառ	kɑŋkɑ́r
կանկար	kɑŋkɑ́ɾ
կաննադա	kɑ́nːɑdɑ
կանոն	kɑnón
կանոնավոր	kɑnonɑvóɾ
կանուխ	kɑnúχ
կանչ	kɑntʃʰ
կանչել	kɑntʃʰél
կանտոն	kɑntón
կանտրոլ	kɑntɾól
կանք	kɑŋkʰ
կաշալոտ	kɑʃɑlót
կաշառակերություն	kɑʃɑrɑkeɾutsʰjún
կաշառել	kɑʃɑrél
կաշառված	kɑʃɑrvɑ́ts
կաշառվածություն	kɑʃɑrvɑtsutsʰjún
կաշառվել	kɑʃɑrvél
կաշառք	kɑʃɑ́rkʰ
կաշի	kɑʃí
կաշկանդ	kɑʃkɑ́nd
կաշկանդել	kɑʃkɑndél
կաշկանդիչ	kɑʃkɑndítʃʰ
կաշկանդյալ	kɑʃkɑndjɑ́l
կաշկանդվածություն	kɑʃkɑndvɑtsutsʰjún
կաշուբերեն	kɑʃubeɾén
կաչաղակ	kɑtʃʰɑʁɑ́k
կապ	kɑp
կապա	kɑpɑ́
կապակցել	kɑpɑktsʰél
կապակցություն	kɑpɑktsʰutsʰjún
կապան	kɑpɑ́n
կապանք	kɑpɑ́ŋkʰ
կապար	kɑpɑ́ɾ
կապարասի	kɑpɑɾɑsí
կապարճ	kɑpɑ́ɾtʃ
կապել	kɑpél
կապենք	kɑpéŋkʰ
կապիկ	kɑpík
կապիճ	kɑpítʃ
կապիշոն	kɑpiʃón
կապիտալիզմ	kɑpitɑlízm
կապիտալիստական	kɑpitɑlistɑkɑ́n
կապիտան	kɑpitɑ́n
կապնվել	kɑpnəvél
կապոց	kɑpótsʰ
կապույտ	kɑpújt
կապուտ	kɑpút
կապուտակ	kɑputɑ́k
կապված	kɑpvɑ́ts
կապվածություն	kɑpvɑtsutsʰjún
կապվել	kɑpvél
կապտավուն	kɑptɑvún
կապտուկ	kɑptúk
կառապան	kɑrɑpɑ́n
կառավարել	kɑrɑvɑɾél
կառավարիչ	kɑrɑvɑɾítʃʰ
կառավարություն	kɑrɑvɑɾutsʰjún
կառավարում	kɑrɑvɑɾúm
կառափ	kɑrɑ́pʰ
կառափնատ	kɑrɑpʰnɑ́t
կառափնատել	kɑrɑpʰnɑtél
կառե	kɑré
կառոչի	kɑrotʃʰí
կառոչի	kɑrótʃʰi
կառույց	kɑrújtsʰ
կառուցակարգային	kɑrutsʰɑkɑɾkʰɑjín
կառուցանել	kɑrutsʰɑnél
կառուցել	kɑrutsʰél
կառուցողական	kɑrutsʰoʁɑkɑ́n
կառուցում	kɑrutsʰúm
կառուցվածք	kɑrutsʰvɑ́tskʰ
կառուցվածքային	kɑrutsʰvɑtskʰɑjín
կառուցվել	kɑrutsʰvél
կառչել	kɑrtʃʰél
կառք	kɑrkʰ
կաս	kɑs
կասեցնել	kɑsetsʰnél
կասկ	kɑsk
կասկած	kɑskɑ́ts
կասկածել	kɑskɑtsél
կասկածելի	kɑskɑtselí
կասկածելիություն	kɑskɑtselijutsʰjún
կասկածյալ	kɑskɑtsjɑ́l
կասկարա	kɑskɑɾɑ́
կասպ	kɑsp
կաստա	kɑstɑ́
կաստայական	kɑstɑjɑkɑ́n
կավ	kɑv
կավագործ	kɑvɑɡóɾts
կավառ	kɑvɑ́r
կավատ	kɑvɑ́t
կավեղեն	kɑveʁén
կավիճ	kɑvítʃ
կատալաներեն	kɑtɑlɑneɾén
կատալիզատոր	kɑtɑlizɑtóɾ
կատալոնացի	kɑtɑlonɑtsʰí
կատակ	kɑtɑ́k
կատակագուսան	kɑtɑkɑɡusɑ́n
կատակել	kɑtɑkél
կատակերգական	kɑtɑkeɾɡɑkɑ́n
կատակերգություն	kɑtɑkeɾɡutsʰjún
կատաղախտ	kɑtɑʁɑ́χt
կատաղել	kɑtɑʁél
կատաղի	kɑtɑʁí
կատաղություն	kɑtɑʁutsʰjún
կատապան	kɑtɑpɑ́n
կատաստրոֆա	kɑtɑstɾófɑ
կատար	kɑtɑ́ɾ
կատարել	kɑtɑɾél
կատարելագործել	kɑtɑɾelɑɡoɾtsél
կատարյալ	kɑtɑɾjɑ́l
կատեգորիա	kɑteɡóɾijɑ
կատիկ	kɑtík
կատիոն	kɑtijón
կատղել	kɑtʁél
կատու	kɑtú
կատվառյուծ	kɑtvɑrjúts
կատվիկ	kɑtvík
կար	kɑɾ
կարագ	kɑɾɑ́kʰ
կարամ	kɑɾɑ́m
կարամել	kɑɾɑmél
կարանտին	kɑɾɑntín
կարաոկե	kɑɾɑoké
կարաոկե	kɑɾɑóke
կարապ	kɑɾɑ́p
կարաս	kɑɾɑ́s
կարատե	kɑɾɑté
կարբ	kɑɾb
կարգ	kɑɾkʰ
կարգաբան	kɑɾkʰɑbɑ́n
կարգաբանական	kɑɾkʰɑbɑnɑkɑ́n
կարգաբանել	kɑɾkʰɑbɑnél
կարգաբանություն	kɑɾkʰɑbɑnutsʰjún
կարգադրել	kɑɾkʰɑdɾél
կարգախոս	kɑɾkʰɑχós
կարգապահ	kɑɾkʰɑpɑ́h
կարգապահական	kɑɾkʰɑpɑhɑkɑ́n
կարգապահություն	kɑɾkʰɑpɑhutsʰjún
կարգավ	kɑɾkʰɑ́v
կարգավար	kɑɾkʰɑvɑ́ɾ
կարգավարական	kɑɾkʰɑvɑɾɑkɑ́n
կարգավիճակ	kɑɾkʰɑvitʃɑ́k
կարգի	kɑɾkʰí
կարգին	kɑɾkʰín
կարգիչ	kɑɾkʰítʃʰ
կարդալ	kɑɾtʰɑ́l
կարդացնել	kɑɾtʰɑtsʰnél
կարդացվել	kɑɾtʰɑtsʰvél
կարդինալ	kɑɾdinɑ́l
կարդում	kɑɾtʰúm
կարել	kɑɾél
կարելերեն	kɑɾeleɾén
կարելի	kɑɾelí
կարեկիր	kɑɾekíɾ
կարեկից	kɑɾekítsʰ
կարեկցաբար	kɑɾektsʰɑbɑ́ɾ
կարեկցաբեր	kɑɾektsʰɑbéɾ
կարեկցալի	kɑɾektsʰɑlí
կարեկցախառն	kɑɾektsʰɑχɑ́rən
կարեկցական	kɑɾektsʰɑkɑ́n
կարեկցանք	kɑɾektsʰɑ́ŋkʰ
կարեկցաշարժ	kɑɾektsʰɑʃɑ́ɾʒ
կարեկցապես	kɑɾektsʰɑpés
կարեկցել	kɑɾektsʰél
կարեկցելի	kɑɾektsʰelí
կարեկցորեն	kɑɾektsʰoɾén
կարեկցություն	kɑɾektsʰutsʰjún
կարեկցում	kɑɾektsʰúm
կարենալ	kɑɾenɑ́l
կարթ	kɑɾtʰ
կարթաձող	kɑɾtʰɑdzóʁ
կարիբյան	kɑɾibjɑ́n
կարիերեն	kɑɾijeɾén
կարիճ	kɑɾítʃ
կարիչ	kɑɾítʃʰ
կարիք	kɑɾíkʰ
կարծել	kɑɾtsél
կարծիք	kɑɾtsíkʰ
կարծր	kɑ́ɾtsəɾ
կարծրախտ	kɑɾtsɾɑ́χt
կարծրատիպ	kɑɾtsɾɑtíp
կարկանդակ	kɑɾkɑndɑ́k
կարկաչել	kɑɾkɑtʃʰél
կարկատան	kɑɾkɑtɑ́n
կարկեհան	kɑɾkehɑ́n
կարկին	kɑɾkín
կարկուտ	kɑɾkút
կարճ	kɑɾtʃ
կարճաժամկետ	kɑɾtʃɑʒɑmkét
կարճահասակ	kɑɾtʃɑhɑsɑ́k
կարճամետրաժ	kɑɾtʃɑmetɾɑ́ʒ
կարճառոտ	kɑɾtʃɑrót
կարճառոտաբար	kɑɾtʃɑrotɑbɑ́ɾ
կարճավուն	kɑɾtʃɑvún
կարճատեսություն	kɑɾtʃɑtesutsʰjún
կարմիր	kɑɾmíɾ
կարմիրբանակային	kɑɾmiɾbɑnɑkɑjín
կարմրախայտ	kɑɾmɾɑχɑ́jt
կարմրախտ	kɑɾmɾɑ́χt
կարմրամորթ	kɑɾmɾɑmóɾtʰ
կարմրանալ	kɑɾmɾɑnɑ́l
կարմրավուն	kɑɾmɾɑvún
կարմրել	kɑɾmɾél
կարմրուկ	kɑɾmɾúk
կարող	kɑɾóʁ
կարողանալ	kɑɾoʁɑnɑ́l
կարոս	kɑɾós
կարոտ	kɑɾót
կարոտաբաղձություն	kɑɾotɑbɑʁdzutsʰjún
կարոտել	kɑɾotél
կարուսել	kɑɾusél
կարստ	kɑɾst
կարտ	kɑɾt
կարտոշկա	kɑɾtoʃkɑ́
կարտոֆիլ	kɑɾtofíl
կարևոր	kɑɾevóɾ
կացարան	kɑtsʰɑɾɑ́n
կացին	kɑtsʰín
կացնահար	kɑtsʰnɑhɑ́ɾ
կացնահարել	kɑtsʰnɑhɑɾél
կացնահարություն	kɑtsʰnɑhɑɾutsʰjún
կացնահարում	kɑtsʰnɑhɑɾúm
կացնահարվել	kɑtsʰnɑhɑɾvél
կացնաձև	kɑtsʰnɑdzév
կացնանման	kɑtsʰnɑnəmɑ́n
կացնավոր	kɑtsʰnɑvóɾ
կացնել	kɑtsʰnél
կացնել	kɑtsʰənél
կափարիչ	kɑpʰɑɾítʃʰ
կափուլ	kɑpʰúl
կափույր	kɑpʰújɾ
կաք	kɑkʰ
կաքավ	kɑkʰɑ́v
կաֆե	kɑfé
կգան	kəɡɑ́n
կելտ	kelt
կելտական	keltɑkɑ́n
կեղ	keʁ
կեղակարծ	keʁɑkɑ́ɾts
կեղանք	keʁɑ́ŋkʰ
կեղել	keʁél
կեղերջ	keʁéɾdʒ
կեղերջական	keʁeɾdʒɑkɑ́n
կեղեքել	keʁekʰél
կեղծ	keχts
կեղծամ	keχtsɑ́m
կեղծարար	keχtsɑɾɑ́ɾ
կեղծել	keχtsél
կեղծիք	keχtsíkʰ
կեղտ	keχt
կեղտոտ	keχtót
կեղտոտել	keχtotél
կեղև	keʁév
կեն	ken
կենալ	kenɑ́l
կենարար	kenɑɾɑ́ɾ
կենաց	kenɑ́tsʰ
կենացդ	kenɑ́tsʰəd
կենգուրու	keŋɡuɾú
կենդանաբան	kentʰɑnɑbɑ́n
կենդանաբանական	kentʰɑnɑbɑnɑkɑ́n
կենդանաբանություն	kentʰɑnɑbɑnutsʰjún
կենդանակերպ	kentʰɑnɑkéɾp
կենդանակերպի	kentʰɑnɑkeɾpí
կենդանանալ	kentʰɑnɑnɑ́l
կենդանավետ	kentʰɑnɑvét
կենդանի	kentʰɑní
կենսաբազմազանություն	kensɑbɑzmɑzɑnutsʰjún
կենսաբան	kensɑbɑ́n
կենսաբանական	kensɑbɑnɑkɑ́n
կենսաբանություն	kensɑbɑnutsʰjún
կենսագիր	kensɑɡíɾ
կենսագրական	kensɑɡɾɑkɑ́n
կենսագրություն	kensɑɡɾutsʰjún
կենսալի	kensɑlí
կենսալիր	kensɑlíɾ
կենսալից	kensɑlítsʰ
կենսախինդ	kensɑχínd
կենսական	kensɑkɑ́n
կենսաֆիզիկա	kensɑfizikɑ́
կենսոլորտ	kensolóɾt
կենսունակ	kensunɑ́k
կենսուրախ	kensuɾɑ́χ
կենսուրախություն	kensuɾɑχutsʰjún
կենտ	kent
կենտավրոս	kentɑvɾós
կենտկոմ	kentkóm
կենտրոն	kentɾón
կենտրոնախույս	kentɾonɑχújs
կենտրոնական	kentɾonɑkɑ́n
կենտրոնաձիգ	kentɾonɑdzíkʰ
կենտրոնանալ	kentɾonɑnɑ́l
կենտրոնավոր	kentɾonɑvóɾ
կենցաղ	kentsʰɑ́ʁ
կեչի	ketʃʰí
կեչուա	kétʃʰuɑ
կեչուկ	ketʃʰúk
կեչուպ	ketʃʰúp
կեչուս	ketʃʰús
կեչուտ	ketʃʰút
կեպկա	kepkɑ́
կեռ	ker
կեռաս	kerɑ́s
կեռնեխ	kernéχ
կես	kes
կեսգիշեր	kesɡiʃéɾ
կեսրայր	kesɾɑ́jɾ
կեսրար	kesɾɑ́ɾ
կեսօր	kesóɾ
կետ	ket
կետադրական	ketɑdɾɑkɑ́n
կետադրություն	ketɑdɾutsʰjún
կետչուպ	ket̚tʃʰúp
կետչուս	ket̚tʃʰús
կեր	keɾ
կերակուր	keɾɑkúɾ
կերակրափող	keɾɑkɾɑpʰóʁ
կերակրել	keɾɑkəɾél
կերոսին	keɾosín
կերպ	keɾp
կերպար	keɾpɑ́ɾ
կերպարանք	keɾpɑɾɑ́ŋkʰ
կերտել	keɾtél
կերցավ	keɾtsʰɑ́v
կերցնել	keɾtsʰnél
կեցցե	ket̚tsʰé
կեցցես	ket̚tsʰés
կզակ	kəzɑ́k
կզաքիս	kəzɑkʰís
կզղել	kəzʁél
կը	kə
կթել	kətʰél
կթխա	kətʰχɑ́
կթղա	kətʰʁɑ́
կթոտ	kətʰót
կթոտել	kətʰotél
կիբեռնետիկա	kibernetikɑ́
կիբեռնետիկա	kibernétikɑ
կիզանուտ	kizɑnút
կիզել	kizél
կիզիչ	kizítʃʰ
կիթ	kitʰ
կիթառ	kitʰɑ́r
կիթառահար	kitʰɑrɑhɑ́ɾ
կիլիկիացի	kilikijɑtsʰí
կիլիկյան	kilikjɑ́n
կիլո	kiló
կիլոգրամ	kiloɡɾɑ́m
կիլոմետր	kilométəɾ
կիծ	kits
կիճ	kitʃ
կիմեր	kiméɾ
կիմերերեն	kimeɾeɾén
կիմչի	kimtʃʰí
կիմրերեն	kimɾeɾén
կին	kin
կինաբար	kinɑbɑ́ɾ
կինամոմոն	kinɑmomón
կինամոն	kinɑmón
կինձ	kindz
կինճ	kintʃ
կինո	kinó
կինոթատրոն	kinotʰɑtɾón
կինոնկար	kinonəkɑ́ɾ
կինոռեժիսոր	kinoreʒisóɾ
կինոֆիլմ	kinofílm
կիպ	kip
կիպարիս	kipɑɾís
կիսագունդ	kisɑɡúnd
կիսաթավ	kisɑtʰɑ́v
կիսակայարան	kisɑkɑjɑɾɑ́n
կիսահաղորդիչ	kisɑhɑʁoɾtʰítʃʰ
կիսաձայն	kisɑdzɑ́jn
կիսամյակ	kisɑmjɑ́k
կիսանդրի	kisɑndɾí
կիսաշրջազգեստ	kisɑʃəɾdʒɑzɡést
կիսաշրջան	kisɑʃəɾdʒɑ́n
կիսաշփական	kisɑʃəpʰɑkɑ́n
կիսապաշտպան	kisɑpɑʃtpɑ́n
կիսապաշտպանություն	kisɑpɑʃtpɑnutsʰjún
կիսաստված	kisɑstvɑ́ts
կիսաստվեր	kisɑstəvéɾ
կիսատ	kisɑ́t
կիսատաբատ	kisɑtɑbɑ́t
կիսաֆաբրիկատ	kisɑfɑbɾikɑ́t
կիսել	kisél
կիսվել	kisvél
կիվ	kiv
կիվի	kiví
կիտել	kitél
կիտվածք	kitvɑ́tskʰ
կիտրոն	kitɾón
կիր	kiɾ
կիրակի	kiɾɑkí
կիրակնօրյա	kiɾɑknoɾjɑ́
կիրառական	kiɾɑrɑkɑ́n
կիրառել	kiɾɑrél
կիրառվել	kiɾɑrvél
կիրարկել	kiɾɑɾkél
կիրթ	kiɾtʰ
կիրիլիցա	kiɾilitsʰɑ́
կիրճ	kiɾtʃ
կիրք	kiɾkʰ
կից	kitsʰ
կիցք	kitsʰkʰ
կլայեկ	kəlɑjék
կլանել	kəlɑnél
կլարնետ	klɑɾnét
կլարնետահար	klɑɾnetɑhɑ́ɾ
կլափ	kəlɑ́pʰ
կլեյ	kəléj
կլեպ	kəlép
կլիմա	klimɑ́
կլիր	kəlíɾ
կլոուն	kəloún
կլոր	kəlóɾ
կլորավուն	kəloɾɑvún
կլպել	kəlpél
կլրտել	kələɾtél
կլրտոց	kələɾtótsʰ
կծել	kətsél
կծոխուր	kətsoχúɾ
կծու	kətsú
կկել	kəkél
կղբենի	kəʁbení
կղերական	kəʁeɾɑkɑ́n
կղզի	kəʁzí
կղզիախումբ	kəʁzijɑχúmb
կղզիներ	kəʁzinéɾ
կղկղանք	kəχkəʁɑ́ŋkʰ
կղմինդր	kəʁmíndəɾ
կճատ	kətʃɑ́t
կճել	kətʃél
կճղակ	kətʃʁɑ́k
կճուճ	kətʃútʃ
կմախք	kəmɑ́χkʰ
կյ	kʲ
կյանք	kjɑŋkʰ
կյուրիում	kjuɾijúm
կնատյաց	kənɑtjɑ́tsʰ
կնատյացություն	kənɑtjɑtsʰutsʰjún
կնգմենի	kəŋɡəmení
կնգում	kəŋɡúm
կնդրուկ	kəndɾúk
կնիկ	kəník
կնիք	kəníkʰ
կնձնի	kəndzní
կնճիթ	kəntʃítʰ
կնճիռ	kəntʃír
կնյուն	kənjún
կնություն	kənutsʰjún
կնունք	kənúŋkʰ
